Distribution,FunctionType,WeightFunction,K_Star,ChangeType,ChangeParam,Power,EDD
TDist,mix,gamma_0.0,550,ar1,0.1,1.0,11.038080333854982
TDist,mix,gamma_0.25,550,ar1,0.1,1.0,11.600752283718432
TDist,mix,gamma_0.45,550,ar1,0.1,1.0,13.614917127071823
TDist,mix,log,550,ar1,0.1,1.0,15.586880320480722
TDist,mix,gamma_0.0,550,ar1,0.3,1.0,11.218848167539267
TDist,mix,gamma_0.25,550,ar1,0.3,1.0,11.75268817204301
TDist,mix,gamma_0.45,550,ar1,0.3,1.0,13.760810071154898
TDist,mix,log,550,ar1,0.3,1.0,15.68118118118118
TDist,mix,gamma_0.0,550,ar1,0.5,1.0,11.126628452318917
TDist,mix,gamma_0.25,550,ar1,0.5,1.0,11.646963997850618
TDist,mix,gamma_0.45,550,ar1,0.5,1.0,13.66409691629956
TDist,mix,log,550,ar1,0.5,1.0,15.645791583166332
TDist,mix,gamma_0.0,550,ar1,0.7,1.0,11.07012987012987
TDist,mix,gamma_0.25,550,ar1,0.7,1.0,11.658615136876007
TDist,mix,gamma_0.45,550,ar1,0.7,1.0,13.649723756906077
TDist,mix,log,550,ar1,0.7,1.0,15.524524524524525
TDist,mix,gamma_0.0,550,ar1,0.9,1.0,11.38117524700988
TDist,mix,gamma_0.25,550,ar1,0.9,1.0,11.922091782283884
TDist,mix,gamma_0.45,550,ar1,0.9,1.0,13.915989159891598
TDist,mix,log,550,ar1,0.9,1.0,15.9425
TDist,mix,gamma_0.0,550,spike,2.0,1.0,21.457574180114523
TDist,mix,gamma_0.25,550,spike,2.0,1.0,22.643312101910826
TDist,mix,gamma_0.45,550,spike,2.0,1.0,26.95098039215686
TDist,mix,log,550,spike,2.0,1.0,30.022
TDist,mix,gamma_0.0,550,spike,2.5,1.0,20.357998957790517
TDist,mix,gamma_0.25,550,spike,2.5,1.0,21.44949225013362
TDist,mix,gamma_0.45,550,spike,2.5,1.0,25.69150684931507
TDist,mix,log,550,spike,2.5,1.0,28.734734734734733
TDist,mix,gamma_0.0,550,spike,3.0,1.0,18.964359504132233
TDist,mix,gamma_0.25,550,spike,3.0,1.0,19.992596509783183
TDist,mix,gamma_0.45,550,spike,3.0,1.0,23.953475643130815
TDist,mix,log,550,spike,3.0,1.0,27.02004008016032
TDist,mix,gamma_0.0,550,spike,3.5,1.0,18.382536382536383
TDist,mix,gamma_0.25,550,spike,3.5,1.0,19.406616862326572
TDist,mix,gamma_0.45,550,spike,3.5,1.0,22.9767316017316
TDist,mix,log,550,spike,3.5,1.0,25.893
TDist,mix,gamma_0.0,550,spike,4.0,1.0,18.031870428422152
TDist,mix,gamma_0.25,550,spike,4.0,1.0,18.993569131832796
TDist,mix,gamma_0.45,550,spike,4.0,1.0,22.49454148471616
TDist,mix,log,550,spike,4.0,1.0,25.386193096548276
