Distribution,FunctionType,WeightFunction,K_Star,ChangeType,ChangeParam,Power,EDD
Uniform,log,gamma_0.0,350,spike,3.5,1.0,6.606606606606607
Uniform,log,gamma_0.25,350,spike,3.5,1.0,5.278763304612266
Uniform,log,gamma_0.45,350,spike,3.5,1.0,4.970960929250264
Uniform,log,log,350,spike,3.5,1.0,11.254
Uniform,log,gamma_0.0,350,spike,4.0,1.0,6.2945
Uniform,log,gamma_0.25,350,spike,4.0,1.0,5.043303121852971
Uniform,log,gamma_0.45,350,spike,4.0,1.0,4.8004158004158
Uniform,log,log,350,spike,4.0,1.0,10.804
Uniform,log,gamma_0.0,450,inflation,1.1,1.0,48.18449062341612
Uniform,log,gamma_0.25,450,inflation,1.1,1.0,48.58367768595041
Uniform,log,gamma_0.45,450,inflation,1.1,1.0,58.20443740095087
Uniform,log,log,450,inflation,1.1,1.0,76.8715
Uniform,log,gamma_0.0,450,inflation,1.2,1.0,22.335519677093846
Uniform,log,gamma_0.25,450,inflation,1.2,1.0,22.0987146529563
Uniform,log,gamma_0.45,450,inflation,1.2,1.0,25.130227633668607
Uniform,log,log,450,inflation,1.2,1.0,35.2055
Uniform,log,gamma_0.0,450,inflation,1.3,1.0,14.78315683308119
Uniform,log,gamma_0.25,450,inflation,1.3,1.0,14.507478081485301
Uniform,log,gamma_0.45,450,inflation,1.3,1.0,16.323839662447256
Uniform,log,log,450,inflation,1.3,1.0,23.102
Uniform,log,gamma_0.0,450,inflation,1.4,1.0,11.02233502538071
Uniform,log,gamma_0.25,450,inflation,1.4,1.0,10.747542679772375
Uniform,log,gamma_0.45,450,inflation,1.4,1.0,12.054410987849973
Uniform,log,log,450,inflation,1.4,1.0,17.211
Uniform,log,gamma_0.0,450,inflation,1.5,1.0,9.066532258064516
Uniform,log,gamma_0.25,450,inflation,1.5,1.0,8.853834276891405
Uniform,log,gamma_0.45,450,inflation,1.5,1.0,9.826455026455026
Uniform,log,log,450,inflation,1.5,1.0,13.9935
Uniform,log,gamma_0.0,450,ar1,0.1,1.0,4.826174835775644
Uniform,log,gamma_0.25,450,ar1,0.1,1.0,4.696797520661157
Uniform,log,gamma_0.45,450,ar1,0.1,1.0,5.165249734325186
Uniform,log,log,450,ar1,0.1,1.0,7.323
Uniform,log,gamma_0.0,450,ar1,0.3,1.0,4.813835198372329
Uniform,log,gamma_0.25,450,ar1,0.3,1.0,4.691827173347215
Uniform,log,gamma_0.45,450,ar1,0.3,1.0,5.153475935828877
Uniform,log,log,450,ar1,0.3,1.0,7.301
Uniform,log,gamma_0.0,450,ar1,0.5,1.0,4.763811454637608
Uniform,log,gamma_0.25,450,ar1,0.5,1.0,4.646017699115045
Uniform,log,gamma_0.45,450,ar1,0.5,1.0,5.086096256684492
Uniform,log,log,450,ar1,0.5,1.0,7.3096548274137065
Uniform,log,gamma_0.0,450,ar1,0.7,1.0,4.82520325203252
Uniform,log,gamma_0.25,450,ar1,0.7,1.0,4.7124217118997915
Uniform,log,gamma_0.45,450,ar1,0.7,1.0,5.162061636556855
Uniform,log,log,450,ar1,0.7,1.0,7.387
Uniform,log,gamma_0.0,450,ar1,0.9,1.0,5.004040404040404
Uniform,log,gamma_0.25,450,ar1,0.9,1.0,4.87789799072643
Uniform,log,gamma_0.45,450,ar1,0.9,1.0,5.375529661016949
Uniform,log,log,450,ar1,0.9,1.0,7.704
Uniform,log,gamma_0.0,450,spike,2.0,1.0,8.488619119878605
Uniform,log,gamma_0.25,450,spike,2.0,1.0,8.25721649484536
Uniform,log,gamma_0.45,450,spike,2.0,1.0,9.189545934530095
Uniform,log,log,450,spike,2.0,1.0,13.2115
Uniform,log,gamma_0.0,450,spike,2.5,1.0,8.189873417721518
Uniform,log,gamma_0.25,450,spike,2.5,1.0,7.964285714285714
Uniform,log,gamma_0.45,450,spike,2.5,1.0,8.814775160599572
Uniform,log,log,450,spike,2.5,1.0,12.6585
Uniform,log,gamma_0.0,450,spike,3.0,1.0,7.938672072985302
Uniform,log,gamma_0.25,450,spike,3.0,1.0,7.742069682787312
Uniform,log,gamma_0.45,450,spike,3.0,1.0,8.569903948772678
Uniform,log,log,450,spike,3.0,1.0,12.2055
Uniform,log,gamma_0.0,450,spike,3.5,1.0,7.6556962025316455
Uniform,log,gamma_0.25,450,spike,3.5,1.0,7.440932642487047
Uniform,log,gamma_0.45,450,spike,3.5,1.0,8.216719914802981
Uniform,log,log,450,spike,3.5,1.0,11.774
Uniform,log,gamma_0.0,450,spike,4.0,1.0,7.381578947368421
Uniform,log,gamma_0.25,450,spike,4.0,1.0,7.186728395061729
Uniform,log,gamma_0.45,450,spike,4.0,1.0,7.945589012150027
Uniform,log,log,450,spike,4.0,1.0,11.328
Uniform,log,gamma_0.0,550,inflation,1.1,1.0,56.195461578133056
Uniform,log,gamma_0.25,550,inflation,1.1,1.0,61.085005279831044
Uniform,log,gamma_0.45,550,inflation,1.1,1.0,77.67325146823278
Uniform,log,log,550,inflation,1.1,1.0,80.377
Uniform,log,gamma_0.0,550,inflation,1.2,1.0,26.211369509043926
Uniform,log,gamma_0.25,550,inflation,1.2,1.0,27.836809176225234
Uniform,log,gamma_0.45,550,inflation,1.2,1.0,33.5108868826341
Uniform,log,log,550,inflation,1.2,1.0,37.5215
Uniform,log,gamma_0.0,550,inflation,1.3,1.0,16.97650663942799
Uniform,log,gamma_0.25,550,inflation,1.3,1.0,17.90481171548117
Uniform,log,gamma_0.45,550,inflation,1.3,1.0,21.326574172892208
Uniform,log,log,550,inflation,1.3,1.0,24.3145
Uniform,log,gamma_0.0,550,inflation,1.4,1.0,12.881626351003602
Uniform,log,gamma_0.25,550,inflation,1.4,1.0,13.563550420168067
Uniform,log,gamma_0.45,550,inflation,1.4,1.0,16.126009693053312
Uniform,log,log,550,inflation,1.4,1.0,18.273636818409205
Uniform,log,gamma_0.0,550,inflation,1.5,1.0,10.419155509783728
Uniform,log,gamma_0.25,550,inflation,1.5,1.0,10.924973767051416
Uniform,log,gamma_0.45,550,inflation,1.5,1.0,12.837665782493369
Uniform,log,log,550,inflation,1.5,1.0,14.7935
Uniform,log,gamma_0.0,550,ar1,0.1,1.0,5.576131687242798
Uniform,log,gamma_0.25,550,ar1,0.1,1.0,5.826450601150026
Uniform,log,gamma_0.45,550,ar1,0.1,1.0,6.789697291556028
Uniform,log,log,550,ar1,0.1,1.0,7.7893946973486745
Uniform,log,gamma_0.0,550,ar1,0.3,1.0,5.604412519240636
Uniform,log,gamma_0.25,550,ar1,0.3,1.0,5.850078084331077
Uniform,log,gamma_0.45,550,ar1,0.3,1.0,6.806878306878307
Uniform,log,log,550,ar1,0.3,1.0,7.83791895947974
Uniform,log,gamma_0.0,550,ar1,0.5,1.0,5.549100257069409
Uniform,log,gamma_0.25,550,ar1,0.5,1.0,5.76710182767624
Uniform,log,gamma_0.45,550,ar1,0.5,1.0,6.722192655667908
Uniform,log,log,550,ar1,0.5,1.0,7.759
Uniform,log,gamma_0.0,550,ar1,0.7,1.0,5.6192189105858175
Uniform,log,gamma_0.25,550,ar1,0.7,1.0,5.864300626304802
Uniform,log,gamma_0.45,550,ar1,0.7,1.0,6.8179905312993165
Uniform,log,log,550,ar1,0.7,1.0,7.874874874874875
Uniform,log,gamma_0.0,550,ar1,0.9,1.0,5.760330578512397
Uniform,log,gamma_0.25,550,ar1,0.9,1.0,6.012130801687764
Uniform,log,gamma_0.45,550,ar1,0.9,1.0,7.006966773847803
Uniform,log,log,550,ar1,0.9,1.0,8.08
Uniform,log,gamma_0.0,550,spike,2.0,1.0,10.033367556468173
Uniform,log,gamma_0.25,550,spike,2.0,1.0,10.520898641588296
Uniform,log,gamma_0.45,550,spike,2.0,1.0,12.381740523224773
Uniform,log,log,550,spike,2.0,1.0,14.181
Uniform,log,gamma_0.0,550,spike,2.5,1.0,9.50128270908158
Uniform,log,gamma_0.25,550,spike,2.5,1.0,9.926892950391645
Uniform,log,gamma_0.45,550,spike,2.5,1.0,11.696390658174098
Uniform,log,log,550,spike,2.5,1.0,13.45
Uniform,log,gamma_0.0,550,spike,3.0,1.0,9.121600820933812
Uniform,log,gamma_0.25,550,spike,3.0,1.0,9.555382215288612
Uniform,log,gamma_0.45,550,spike,3.0,1.0,11.206147323794383
Uniform,log,log,550,spike,3.0,1.0,12.879939969984992
Uniform,log,gamma_0.0,550,spike,3.5,1.0,8.701285347043703
Uniform,log,gamma_0.25,550,spike,3.5,1.0,9.12349555206698
Uniform,log,gamma_0.45,550,spike,3.5,1.0,10.794337606837606
Uniform,log,log,550,spike,3.5,1.0,12.339
Uniform,log,gamma_0.0,550,spike,4.0,1.0,8.324016563146998
Uniform,log,gamma_0.25,550,spike,4.0,1.0,8.744444444444444
Uniform,log,gamma_0.45,550,spike,4.0,1.0,10.251348435814455
Uniform,log,log,550,spike,4.0,1.0,11.793587174348698
Uniform,mix,gamma_0.0,350,inflation,1.1,0.999,82.20230345518277
Uniform,mix,gamma_0.25,350,inflation,1.1,0.9985,74.76151898734177
Uniform,mix,gamma_0.45,350,inflation,1.1,0.992,85.18789473684211
Uniform,mix,log,350,inflation,1.1,0.996,158.61495983935743
Uniform,mix,gamma_0.0,350,inflation,1.2,1.0,32.6011011011011
Uniform,mix,gamma_0.25,350,inflation,1.2,1.0,27.31945149822245
Uniform,mix,gamma_0.45,350,inflation,1.2,1.0,27.306306306306308
Uniform,mix,log,350,inflation,1.2,1.0,58.212
Uniform,mix,gamma_0.0,350,inflation,1.3,1.0,20.569784892446222
Uniform,mix,gamma_0.25,350,inflation,1.3,1.0,16.934650455927052
Uniform,mix,gamma_0.45,350,inflation,1.3,1.0,16.528291909042835
Uniform,mix,log,350,inflation,1.3,1.0,36.0275
Uniform,mix,gamma_0.0,350,inflation,1.4,1.0,15.044022011005502
Uniform,mix,gamma_0.25,350,inflation,1.4,1.0,12.265048052604957
Uniform,mix,gamma_0.45,350,inflation,1.4,1.0,11.819957761351636
Uniform,mix,log,350,inflation,1.4,1.0,26.01
Uniform,mix,gamma_0.0,350,inflation,1.5,1.0,12.0395
Uniform,mix,gamma_0.25,350,inflation,1.5,1.0,9.744841469552089
Uniform,mix,gamma_0.45,350,inflation,1.5,1.0,9.319082377476539
Uniform,mix,log,350,inflation,1.5,1.0,20.608
Uniform,mix,gamma_0.0,350,ar1,0.1,1.0,6.029014507253627
Uniform,mix,gamma_0.25,350,ar1,0.1,1.0,4.898887765419616
Uniform,mix,gamma_0.45,350,ar1,0.1,1.0,4.645110410094637
Uniform,mix,log,350,ar1,0.1,1.0,10.141
Uniform,mix,gamma_0.0,350,ar1,0.3,1.0,6.174348697394789
Uniform,mix,gamma_0.25,350,ar1,0.3,1.0,4.99645390070922
Uniform,mix,gamma_0.45,350,ar1,0.3,1.0,4.728427739544733
Uniform,mix,log,350,ar1,0.3,1.0,10.284
Uniform,mix,gamma_0.0,350,ar1,0.5,1.0,6.085
Uniform,mix,gamma_0.25,350,ar1,0.5,1.0,4.936073059360731
Uniform,mix,gamma_0.45,350,ar1,0.5,1.0,4.68186638388123
Uniform,mix,log,350,ar1,0.5,1.0,10.1895
Uniform,mix,gamma_0.0,350,ar1,0.7,1.0,6.109054527263631
Uniform,mix,gamma_0.25,350,ar1,0.7,1.0,4.936040609137056
Uniform,mix,gamma_0.45,350,ar1,0.7,1.0,4.701009028146575
Uniform,mix,log,350,ar1,0.7,1.0,10.224
Uniform,mix,gamma_0.0,350,ar1,0.9,1.0,6.176
Uniform,mix,gamma_0.25,350,ar1,0.9,1.0,5.010111223458038
Uniform,mix,gamma_0.45,350,ar1,0.9,1.0,4.763626834381552
Uniform,mix,log,350,ar1,0.9,1.0,10.335
Uniform,mix,gamma_0.0,350,spike,2.0,1.0,11.412206103051526
Uniform,mix,gamma_0.25,350,spike,2.0,1.0,9.230456852791878
Uniform,mix,gamma_0.45,350,spike,2.0,1.0,8.79379274066281
Uniform,mix,log,350,spike,2.0,1.0,19.599
Uniform,mix,gamma_0.0,350,spike,2.5,1.0,10.92096048024012
Uniform,mix,gamma_0.25,350,spike,2.5,1.0,8.859587317564166
Uniform,mix,gamma_0.45,350,spike,2.5,1.0,8.455602536997885
Uniform,mix,log,350,spike,2.5,1.0,18.76
Uniform,mix,gamma_0.0,350,spike,3.0,1.0,10.532266133066534
Uniform,mix,gamma_0.25,350,spike,3.0,1.0,8.53943377148635
Uniform,mix,gamma_0.45,350,spike,3.0,1.0,8.158829676071056
Uniform,mix,log,350,spike,3.0,1.0,17.9475
Uniform,mix,gamma_0.0,350,spike,3.5,1.0,10.0395
Uniform,mix,gamma_0.25,350,spike,3.5,1.0,8.157974683544303
Uniform,mix,gamma_0.45,350,spike,3.5,1.0,7.7853018372703415
Uniform,mix,log,350,spike,3.5,1.0,17.139
Uniform,mix,gamma_0.0,350,spike,4.0,1.0,9.488733099649474
Uniform,mix,gamma_0.25,350,spike,4.0,1.0,7.691798267957209
Uniform,mix,gamma_0.45,350,spike,4.0,1.0,7.320424403183024
Uniform,mix,log,350,spike,4.0,1.0,16.1845
Uniform,mix,gamma_0.0,450,inflation,1.1,1.0,100.1777890983189
Uniform,mix,gamma_0.25,450,inflation,1.1,0.9995,106.90481171548117
Uniform,mix,gamma_0.45,450,inflation,1.1,0.9865,141.45159515951596
Uniform,mix,log,450,inflation,1.1,0.9995,160.66566566566567
Uniform,mix,gamma_0.0,450,inflation,1.2,1.0,40.76915271435819
Uniform,mix,gamma_0.25,450,inflation,1.2,1.0,40.664070612668745
Uniform,mix,gamma_0.45,450,inflation,1.2,1.0,47.576736672051695
Uniform,mix,log,450,inflation,1.2,1.0,63.9825
Uniform,mix,gamma_0.0,450,inflation,1.3,1.0,26.027068437180798
Uniform,mix,gamma_0.25,450,inflation,1.3,1.0,25.74048625792812
Uniform,mix,gamma_0.45,450,inflation,1.3,1.0,29.205642973412914
Uniform,mix,log,450,inflation,1.3,1.0,40.013
Uniform,mix,gamma_0.0,450,inflation,1.4,1.0,18.9519427402863
Uniform,mix,gamma_0.25,450,inflation,1.4,1.0,18.600417318727178
Uniform,mix,gamma_0.45,450,inflation,1.4,1.0,20.908405172413794
Uniform,mix,log,450,inflation,1.4,1.0,29.3795
Uniform,mix,gamma_0.0,450,inflation,1.5,1.0,14.923273657289002
Uniform,mix,gamma_0.25,450,inflation,1.5,1.0,14.64218258132214
Uniform,mix,gamma_0.45,450,inflation,1.5,1.0,16.363932645301468
Uniform,mix,log,450,inflation,1.5,1.0,23.0145
Uniform,mix,gamma_0.0,450,ar1,0.1,1.0,7.591649694501018
Uniform,mix,gamma_0.25,450,ar1,0.1,1.0,7.420388859695218
Uniform,mix,gamma_0.45,450,ar1,0.1,1.0,8.198271204754187
Uniform,mix,log,450,ar1,0.1,1.0,11.5295
Uniform,mix,gamma_0.0,450,ar1,0.3,1.0,7.655645981688708
Uniform,mix,gamma_0.25,450,ar1,0.3,1.0,7.457768508863399
Uniform,mix,gamma_0.45,450,ar1,0.3,1.0,8.240630092341119
Uniform,mix,log,450,ar1,0.3,1.0,11.538769384692346
Uniform,mix,gamma_0.0,450,ar1,0.5,1.0,7.566362715298886
Uniform,mix,gamma_0.25,450,ar1,0.5,1.0,7.373894955798232
Uniform,mix,gamma_0.45,450,ar1,0.5,1.0,8.120867208672086
Uniform,mix,log,450,ar1,0.5,1.0,11.552
Uniform,mix,gamma_0.0,450,ar1,0.7,1.0,7.635580334515965
Uniform,mix,gamma_0.25,450,ar1,0.7,1.0,7.437240663900415
Uniform,mix,gamma_0.45,450,ar1,0.7,1.0,8.217321140398063
Uniform,mix,log,450,ar1,0.7,1.0,11.6105
Uniform,mix,gamma_0.0,450,ar1,0.9,1.0,7.732480818414322
Uniform,mix,gamma_0.25,450,ar1,0.9,1.0,7.519099947671377
Uniform,mix,gamma_0.45,450,ar1,0.9,1.0,8.305525460455037
Uniform,mix,log,450,ar1,0.9,1.0,11.7165
Uniform,mix,gamma_0.0,450,spike,2.0,1.0,14.414022517911976
Uniform,mix,gamma_0.25,450,spike,2.0,1.0,14.169375983219718
Uniform,mix,gamma_0.45,450,spike,2.0,1.0,15.77747551686616
Uniform,mix,log,450,spike,2.0,1.0,22.17808904452226
Uniform,mix,gamma_0.0,450,spike,2.5,1.0,13.693401015228426
Uniform,mix,gamma_0.25,450,spike,2.5,1.0,13.407853403141361
Uniform,mix,gamma_0.45,450,spike,2.5,1.0,14.87506760411033
Uniform,mix,log,450,spike,2.5,1.0,21.0725
Uniform,mix,gamma_0.0,450,spike,3.0,1.0,12.968431771894094
Uniform,mix,gamma_0.25,450,spike,3.0,1.0,12.708311552535285
Uniform,mix,gamma_0.45,450,spike,3.0,1.0,14.110337439742903
Uniform,mix,log,450,spike,3.0,1.0,20.0275
Uniform,mix,gamma_0.0,450,spike,3.5,1.0,12.527013251783893
Uniform,mix,gamma_0.25,450,spike,3.5,1.0,12.248430962343097
Uniform,mix,gamma_0.45,450,spike,3.5,1.0,13.628447809626826
Uniform,mix,log,450,spike,3.5,1.0,19.239
Uniform,mix,gamma_0.0,450,spike,4.0,1.0,12.029546612328069
Uniform,mix,gamma_0.25,450,spike,4.0,1.0,11.727510460251047
Uniform,mix,gamma_0.45,450,spike,4.0,1.0,13.08252427184466
Uniform,mix,log,450,spike,4.0,1.0,18.419
Uniform,mix,gamma_0.0,550,inflation,1.1,0.9985,116.63560645497137
Uniform,mix,gamma_0.25,550,inflation,1.1,0.9955,133.53041622198506
Uniform,mix,gamma_0.45,550,inflation,1.1,0.958,178.63646659116648
Uniform,mix,log,550,inflation,1.1,0.995,165.26532663316584
Uniform,mix,gamma_0.0,550,inflation,1.2,1.0,49.28950103950104
Uniform,mix,gamma_0.25,550,inflation,1.2,1.0,53.087440381558025
Uniform,mix,gamma_0.45,550,inflation,1.2,1.0,65.56848944233893
Uniform,mix,log,550,inflation,1.2,1.0,69.4095
Uniform,mix,gamma_0.0,550,inflation,1.3,1.0,30.744270833333335
Uniform,mix,gamma_0.25,550,inflation,1.3,1.0,32.619275825346115
Uniform,mix,gamma_0.45,550,inflation,1.3,1.0,39.666304347826085
Uniform,mix,log,550,inflation,1.3,1.0,43.8075
Uniform,mix,gamma_0.0,550,inflation,1.4,1.0,22.704261954261955
Uniform,mix,gamma_0.25,550,inflation,1.4,1.0,23.964002117522497
Uniform,mix,gamma_0.45,550,inflation,1.4,1.0,28.66954177897574
Uniform,mix,log,550,inflation,1.4,1.0,32.271271271271274
Uniform,mix,gamma_0.0,550,inflation,1.5,1.0,18.234504132231404
Uniform,mix,gamma_0.25,550,inflation,1.5,1.0,19.213833157338964
Uniform,mix,gamma_0.45,550,inflation,1.5,1.0,22.887870619946092
Uniform,mix,log,550,inflation,1.5,1.0,25.809904952476238
Uniform,mix,gamma_0.0,550,ar1,0.1,1.0,9.11231884057971
Uniform,mix,gamma_0.25,550,ar1,0.1,1.0,9.551851851851852
Uniform,mix,gamma_0.45,550,ar1,0.1,1.0,11.19342672413793
Uniform,mix,log,550,ar1,0.1,1.0,12.806112224448897
Uniform,mix,gamma_0.0,550,ar1,0.3,1.0,8.920585161964473
Uniform,mix,gamma_0.25,550,ar1,0.3,1.0,9.324973319103522
Uniform,mix,gamma_0.45,550,ar1,0.3,1.0,10.952121871599564
Uniform,mix,log,550,ar1,0.3,1.0,12.56056056056056
Uniform,mix,gamma_0.0,550,ar1,0.5,1.0,9.163883089770355
Uniform,mix,gamma_0.25,550,ar1,0.5,1.0,9.55247735748535
Uniform,mix,gamma_0.45,550,ar1,0.5,1.0,11.196195652173913
Uniform,mix,log,550,ar1,0.5,1.0,12.77977977977978
Uniform,mix,gamma_0.0,550,ar1,0.7,1.0,9.218636127017179
Uniform,mix,gamma_0.25,550,ar1,0.7,1.0,9.622751322751323
Uniform,mix,gamma_0.45,550,ar1,0.7,1.0,11.313142239048133
Uniform,mix,log,550,ar1,0.7,1.0,12.87137137137137
Uniform,mix,gamma_0.0,550,ar1,0.9,1.0,9.378881987577639
Uniform,mix,gamma_0.25,550,ar1,0.9,1.0,9.84021164021164
Uniform,mix,gamma_0.45,550,ar1,0.9,1.0,11.473456121343446
Uniform,mix,log,550,ar1,0.9,1.0,13.046569854782174
Uniform,mix,gamma_0.0,550,spike,2.0,1.0,17.276363636363637
Uniform,mix,gamma_0.25,550,spike,2.0,1.0,18.130274261603375
Uniform,mix,gamma_0.45,550,spike,2.0,1.0,21.651075268817205
Uniform,mix,log,550,spike,2.0,1.0,24.46693386773547
Uniform,mix,gamma_0.0,550,spike,2.5,1.0,16.592303692147684
Uniform,mix,gamma_0.25,550,spike,2.5,1.0,17.460841768779968
Uniform,mix,gamma_0.45,550,spike,2.5,1.0,20.631151974040023
Uniform,mix,log,550,spike,2.5,1.0,23.428214107053527
Uniform,mix,gamma_0.0,550,spike,3.0,1.0,15.6421875
Uniform,mix,gamma_0.25,550,spike,3.0,1.0,16.46886641830761
Uniform,mix,gamma_0.45,550,spike,3.0,1.0,19.532537960954446
Uniform,mix,log,550,spike,3.0,1.0,22.067
Uniform,mix,gamma_0.0,550,spike,3.5,1.0,14.978159126365055
Uniform,mix,gamma_0.25,550,spike,3.5,1.0,15.688865210442195
Uniform,mix,gamma_0.45,550,spike,3.5,1.0,18.660490463215258
Uniform,mix,log,550,spike,3.5,1.0,21.203101550775386
Uniform,mix,gamma_0.0,550,spike,4.0,1.0,14.560519480519481
Uniform,mix,gamma_0.25,550,spike,4.0,1.0,15.265034592868547
Uniform,mix,gamma_0.45,550,spike,4.0,1.0,18.005942733657484
Uniform,mix,log,550,spike,4.0,1.0,20.44122061030515
TDist,linear,gamma_0.0,350,inflation,1.1,0.9785,127.87161125319693
TDist,linear,gamma_0.25,350,inflation,1.1,0.965,121.06124604012672
TDist,linear,gamma_0.45,350,inflation,1.1,0.882,132.3741579914268
TDist,linear,log,350,inflation,1.1,0.9275,242.3633423180593
TDist,linear,gamma_0.0,350,inflation,1.2,1.0,45.0105
TDist,linear,gamma_0.25,350,inflation,1.2,1.0,38.90240163515585
TDist,linear,gamma_0.45,350,inflation,1.2,1.0,40.19275825346113
TDist,linear,log,350,inflation,1.2,1.0,82.7365
TDist,linear,gamma_0.0,350,inflation,1.3,1.0,27.90745372686343
TDist,linear,gamma_0.25,350,inflation,1.3,1.0,23.257653061224488
TDist,linear,gamma_0.45,350,inflation,1.3,1.0,23.015409139213602
TDist,linear,log,350,inflation,1.3,1.0,49.629
TDist,linear,gamma_0.0,350,inflation,1.4,1.0,19.9024024024024
TDist,linear,gamma_0.25,350,inflation,1.4,1.0,16.257721518987342
TDist,linear,gamma_0.45,350,inflation,1.4,1.0,15.81986265187533
TDist,linear,log,350,inflation,1.4,1.0,34.9925
TDist,linear,gamma_0.0,350,inflation,1.5,1.0,15.836
TDist,linear,gamma_0.25,350,inflation,1.5,1.0,12.85367088607595
TDist,linear,gamma_0.45,350,inflation,1.5,1.0,12.434805747738158
TDist,linear,log,350,inflation,1.5,1.0,27.4365
TDist,linear,gamma_0.0,350,ar1,0.1,1.0,7.864864864864865
TDist,linear,gamma_0.25,350,ar1,0.1,1.0,6.388433981576254
TDist,linear,gamma_0.45,350,ar1,0.1,1.0,6.096895074946467
TDist,linear,log,350,ar1,0.1,1.0,13.2665
TDist,linear,gamma_0.0,350,ar1,0.3,1.0,7.9475
TDist,linear,gamma_0.25,350,ar1,0.3,1.0,6.434716599190283
TDist,linear,gamma_0.45,350,ar1,0.3,1.0,6.18341307814992
TDist,linear,log,350,ar1,0.3,1.0,13.3175
TDist,linear,gamma_0.0,350,ar1,0.5,1.0,7.891945972986493
TDist,linear,gamma_0.25,350,ar1,0.5,1.0,6.389623601220753
TDist,linear,gamma_0.45,350,ar1,0.5,1.0,6.082271762208068
TDist,linear,log,350,ar1,0.5,1.0,13.2475
TDist,linear,gamma_0.0,350,ar1,0.7,1.0,7.9249624812406205
TDist,linear,gamma_0.25,350,ar1,0.7,1.0,6.468765871000508
TDist,linear,gamma_0.45,350,ar1,0.7,1.0,6.160191591271953
TDist,linear,log,350,ar1,0.7,1.0,13.384
TDist,linear,gamma_0.0,350,ar1,0.9,1.0,7.903951975987994
TDist,linear,gamma_0.25,350,ar1,0.9,1.0,6.4208924949290065
TDist,linear,gamma_0.45,350,ar1,0.9,1.0,6.143538135593221
TDist,linear,log,350,ar1,0.9,1.0,13.2385
TDist,linear,gamma_0.0,350,spike,2.0,1.0,15.128320802005012
TDist,linear,gamma_0.25,350,spike,2.0,1.0,12.367139959432048
TDist,linear,gamma_0.45,350,spike,2.0,1.0,11.899518973810796
TDist,linear,log,350,spike,2.0,1.0,26.1045
TDist,linear,gamma_0.0,350,spike,2.5,1.0,14.306920762286861
TDist,linear,gamma_0.25,350,spike,2.5,1.0,11.690464048954615
TDist,linear,gamma_0.45,350,spike,2.5,1.0,11.286702127659574
TDist,linear,log,350,spike,2.5,1.0,24.6925
TDist,linear,gamma_0.0,350,spike,3.0,1.0,13.567067067067066
TDist,linear,gamma_0.25,350,spike,3.0,1.0,11.094368340943683
TDist,linear,gamma_0.45,350,spike,3.0,1.0,10.668793195108984
TDist,linear,log,350,spike,3.0,1.0,23.45
TDist,linear,gamma_0.0,350,spike,3.5,1.0,13.164664664664665
TDist,linear,gamma_0.25,350,spike,3.5,1.0,10.733502538071066
TDist,linear,gamma_0.45,350,spike,3.5,1.0,10.360212201591512
TDist,linear,log,350,spike,3.5,1.0,22.5405
TDist,linear,gamma_0.0,350,spike,4.0,1.0,12.56835252879319
TDist,linear,gamma_0.25,350,spike,4.0,1.0,10.25050916496945
TDist,linear,gamma_0.45,350,spike,4.0,1.0,9.891617725573946
TDist,linear,log,350,spike,4.0,1.0,21.6
TDist,linear,gamma_0.0,450,inflation,1.1,0.9805,151.23261892315733
TDist,linear,gamma_0.25,450,inflation,1.1,0.954,162.0409745293466
TDist,linear,gamma_0.45,450,inflation,1.1,0.819,198.25766871165644
TDist,linear,log,450,inflation,1.1,0.9405,231.8345744680851
TDist,linear,gamma_0.0,450,inflation,1.2,1.0,57.79763739085773
TDist,linear,gamma_0.25,450,inflation,1.2,1.0,58.90841715193224
TDist,linear,gamma_0.45,450,inflation,1.2,1.0,70.68504366812228
TDist,linear,log,450,inflation,1.2,1.0,90.6875
TDist,linear,gamma_0.0,450,inflation,1.3,1.0,34.65204081632653
TDist,linear,gamma_0.25,450,inflation,1.3,1.0,34.53543307086614
TDist,linear,gamma_0.45,450,inflation,1.3,1.0,40.13882863340564
TDist,linear,log,450,inflation,1.3,1.0,54.294
TDist,linear,gamma_0.0,450,inflation,1.4,1.0,25.927624872579003
TDist,linear,gamma_0.25,450,inflation,1.4,1.0,25.669984284965953
TDist,linear,gamma_0.45,450,inflation,1.4,1.0,29.18943930321176
TDist,linear,log,450,inflation,1.4,1.0,39.92896448224112
TDist,linear,gamma_0.0,450,inflation,1.5,1.0,20.453846153846154
TDist,linear,gamma_0.25,450,inflation,1.5,1.0,20.167810026385226
TDist,linear,gamma_0.45,450,inflation,1.5,1.0,22.644492911668483
TDist,linear,log,450,inflation,1.5,1.0,31.281
TDist,linear,gamma_0.0,450,ar1,0.1,1.0,9.890081799591002
TDist,linear,gamma_0.25,450,ar1,0.1,1.0,9.679683377308708
TDist,linear,gamma_0.45,450,ar1,0.1,1.0,10.680676855895197
TDist,linear,log,450,ar1,0.1,1.0,14.9715
TDist,linear,gamma_0.0,450,ar1,0.3,1.0,10.011734693877552
TDist,linear,gamma_0.25,450,ar1,0.3,1.0,9.766124803356057
TDist,linear,gamma_0.45,450,ar1,0.3,1.0,10.803600654664484
TDist,linear,log,450,ar1,0.3,1.0,15.1865
TDist,linear,gamma_0.0,450,ar1,0.5,1.0,9.881269191402252
TDist,linear,gamma_0.25,450,ar1,0.5,1.0,9.652866242038217
TDist,linear,gamma_0.45,450,ar1,0.5,1.0,10.698290126861556
